IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.18.140.135,4,2,0.50,220.62,0.00
104.20.221.200,4,2,0.50,220.65,0.00
104.26.13.44,4,2,0.50,220.74,0.00
104.25.0.206,4,2,0.50,220.78,0.00
104.25.235.23,4,2,0.50,220.99,0.00
104.25.150.28,4,2,0.50,221.34,0.00
104.25.155.219,4,2,0.50,221.36,0.00
104.16.19.163,4,2,0.50,221.40,0.00
104.16.22.211,4,2,0.50,221.40,0.00
104.25.55.109,4,2,0.50,221.50,0.00
104.27.15.122,4,2,0.50,221.53,0.00
104.20.116.154,4,2,0.50,221.59,0.00
104.25.137.98,4,2,0.50,221.60,0.00
104.20.74.201,4,2,0.50,221.65,0.00
104.27.94.42,4,2,0.50,221.80,0.00
104.27.52.143,4,2,0.50,221.88,0.00
104.20.76.94,4,2,0.50,221.88,0.00
104.25.161.233,4,2,0.50,222.10,0.00
104.20.133.213,4,2,0.50,222.22,0.00
104.25.125.154,4,2,0.50,222.32,0.00
104.24.168.229,4,2,0.50,222.35,0.00
104.27.77.126,4,2,0.50,222.51,0.00
104.20.235.172,4,2,0.50,222.57,0.00
104.25.253.193,4,2,0.50,222.58,0.00
104.25.181.214,4,2,0.50,222.78,0.00
104.20.162.185,4,2,0.50,222.93,0.00
104.24.70.228,4,2,0.50,222.98,0.00
104.25.163.32,4,2,0.50,223.03,0.00
104.16.91.14,4,2,0.50,223.03,0.00
104.25.68.46,4,2,0.50,223.23,0.00
104.25.184.229,4,2,0.50,223.25,0.00
104.25.173.246,4,2,0.50,223.34,0.00
104.25.165.246,4,2,0.50,223.35,0.00
104.24.190.118,4,2,0.50,223.42,0.00
104.25.36.114,4,2,0.50,223.50,0.00
104.23.113.165,4,2,0.50,223.54,0.00
104.20.210.75,4,2,0.50,223.56,0.00
104.25.14.173,4,2,0.50,223.60,0.00
104.24.170.104,4,2,0.50,223.64,0.00
104.23.121.177,4,2,0.50,223.69,0.00
104.20.55.1,4,2,0.50,223.90,0.00
104.16.39.62,4,2,0.50,224.13,0.00
104.23.116.119,4,2,0.50,224.16,0.00
104.22.37.95,4,2,0.50,224.20,0.00
104.25.141.157,4,2,0.50,224.32,0.00
104.24.86.119,4,2,0.50,224.33,0.00
104.24.137.39,4,2,0.50,224.40,0.00
104.20.132.49,4,2,0.50,224.54,0.00
104.20.61.202,4,2,0.50,224.94,0.00
104.24.220.207,4,2,0.50,224.97,0.00
104.20.37.28,4,2,0.50,225.15,0.00
104.27.55.46,4,2,0.50,225.18,0.00
104.24.176.114,4,2,0.50,225.19,0.00
104.27.95.142,4,2,0.50,225.26,0.00
104.20.129.157,4,2,0.50,225.28,0.00
104.22.61.35,4,2,0.50,225.33,0.00
104.24.40.24,4,2,0.50,225.37,0.00
104.22.39.155,4,2,0.50,225.43,0.00
104.20.63.183,4,2,0.50,225.60,0.00
104.19.105.137,4,2,0.50,225.60,0.00
104.25.28.105,4,2,0.50,225.62,0.00
104.24.158.7,4,2,0.50,225.67,0.00
104.20.80.44,4,2,0.50,225.75,0.00
104.24.188.242,4,2,0.50,226.08,0.00
104.24.87.27,4,2,0.50,226.19,0.00
104.23.129.113,4,2,0.50,226.31,0.00
104.27.28.29,4,2,0.50,226.35,0.00
104.25.69.191,4,2,0.50,226.38,0.00
104.25.26.203,4,2,0.50,226.60,0.00
104.20.0.191,4,2,0.50,226.62,0.00
104.16.180.252,4,2,0.50,226.66,0.00
104.22.50.106,4,2,0.50,226.73,0.00
104.25.51.205,4,2,0.50,226.81,0.00
104.25.215.176,4,2,0.50,227.01,0.00
104.22.22.22,4,2,0.50,227.19,0.00
104.25.33.71,4,2,0.50,227.27,0.00
104.25.166.74,4,2,0.50,227.34,0.00
104.27.119.153,4,2,0.50,227.54,0.00
104.20.53.243,4,2,0.50,227.66,0.00
104.20.217.199,4,2,0.50,227.90,0.00
104.27.27.134,4,2,0.50,228.09,0.00
104.25.90.51,4,2,0.50,228.13,0.00
104.23.115.245,4,2,0.50,228.17,0.00
104.26.11.110,4,2,0.50,228.58,0.00
104.20.90.196,4,2,0.50,228.60,0.00
104.25.133.110,4,2,0.50,228.62,0.00
104.25.31.209,4,2,0.50,228.62,0.00
104.25.6.144,4,2,0.50,228.68,0.00
104.25.84.128,4,2,0.50,228.71,0.00
104.20.78.164,4,2,0.50,228.78,0.00
104.25.76.113,4,2,0.50,229.24,0.00
104.25.162.217,4,2,0.50,229.25,0.00
104.27.83.48,4,2,0.50,229.36,0.00
104.27.0.195,4,2,0.50,229.39,0.00
104.25.144.233,4,2,0.50,229.42,0.00
104.27.68.78,4,2,0.50,229.77,0.00
104.25.35.243,4,2,0.50,229.93,0.00
104.24.91.162,4,2,0.50,230.18,0.00
104.27.201.225,4,2,0.50,230.24,0.00
104.27.124.253,4,2,0.50,230.82,0.00
104.20.64.174,4,2,0.50,231.06,0.00
104.24.151.167,4,2,0.50,231.18,0.00
104.24.194.19,4,2,0.50,231.54,0.00
104.24.254.53,4,2,0.50,231.65,0.00
104.25.191.172,4,2,0.50,232.00,0.00
104.24.165.153,4,2,0.50,232.21,0.00
104.25.153.113,4,2,0.50,232.26,0.00
104.16.203.57,4,2,0.50,232.66,0.00
104.25.151.101,4,2,0.50,233.89,0.00
104.25.138.181,4,2,0.50,234.93,0.00
104.25.157.252,4,2,0.50,234.96,0.00
104.20.207.244,4,2,0.50,235.32,0.00
104.18.92.94,4,2,0.50,235.42,0.00
104.22.35.70,4,2,0.50,235.59,0.00
104.24.85.63,4,2,0.50,235.70,0.00
104.25.81.177,4,2,0.50,236.44,0.00
104.25.229.242,4,2,0.50,236.52,0.00
104.25.114.184,4,2,0.50,236.64,0.00
104.20.60.169,4,2,0.50,237.03,0.00
104.25.86.225,4,2,0.50,238.38,0.00
104.25.143.141,4,2,0.50,238.58,0.00
104.26.1.226,4,2,0.50,240.25,0.00
104.22.72.248,4,2,0.50,240.31,0.00
104.16.152.209,4,2,0.50,241.70,0.00
104.17.11.95,4,2,0.50,242.11,0.00
104.22.13.14,4,2,0.50,242.55,0.00
104.19.85.87,4,2,0.50,242.67,0.00
104.25.78.15,4,2,0.50,243.10,0.00
104.25.195.224,4,2,0.50,244.28,0.00
104.24.217.105,4,2,0.50,244.40,0.00
104.20.233.235,4,2,0.50,244.54,0.00
104.16.239.240,4,2,0.50,244.70,0.00
104.25.233.25,4,2,0.50,245.08,0.00
104.25.79.159,4,2,0.50,246.01,0.00
104.17.238.102,4,2,0.50,247.21,0.00
104.18.159.206,4,2,0.50,247.26,0.00
104.19.69.248,4,2,0.50,249.08,0.00
104.27.22.92,4,2,0.50,250.18,0.00
104.18.234.158,4,2,0.50,251.75,0.00
104.18.244.101,4,2,0.50,252.21,0.00
104.18.148.193,4,2,0.50,255.15,0.00
104.20.109.120,4,2,0.50,256.80,0.00
104.19.152.100,4,2,0.50,258.17,0.00
104.18.233.19,4,2,0.50,258.41,0.00
104.19.208.117,4,2,0.50,259.44,0.00
104.18.104.152,4,2,0.50,259.44,0.00
104.16.208.220,4,2,0.50,260.04,0.00
104.18.193.14,4,2,0.50,265.13,0.00
104.17.99.175,4,2,0.50,268.09,0.00
104.17.252.63,4,2,0.50,268.99,0.00
104.18.68.211,4,2,0.50,270.53,0.00
104.18.157.76,4,2,0.50,271.71,0.00
104.16.237.2,4,2,0.50,272.12,0.00
104.18.13.250,4,2,0.50,272.18,0.00
104.18.71.2,4,2,0.50,272.67,0.00
104.16.74.197,4,2,0.50,274.19,0.00
104.18.192.137,4,2,0.50,278.86,0.00
104.16.47.72,4,2,0.50,284.72,0.00
104.19.11.114,4,2,0.50,285.84,0.00
104.19.169.139,4,2,0.50,286.23,0.00
104.16.170.137,4,2,0.50,286.71,0.00
104.16.195.149,4,2,0.50,287.16,0.00
104.19.221.196,4,2,0.50,288.81,0.00
104.16.189.216,4,2,0.50,288.84,0.00
104.16.73.49,4,2,0.50,289.68,0.00
104.19.62.95,4,2,0.50,289.96,0.00
104.17.221.185,4,2,0.50,295.39,0.00
104.17.240.116,4,2,0.50,297.08,0.00
104.17.88.85,4,2,0.50,297.90,0.00
104.16.62.63,4,2,0.50,301.98,0.00
104.18.240.110,4,2,0.50,303.78,0.00
104.19.223.177,4,2,0.50,303.85,0.00
104.16.216.210,4,2,0.50,304.33,0.00
104.19.82.36,4,2,0.50,309.78,0.00
104.17.232.146,4,2,0.50,311.77,0.00
104.18.100.209,4,2,0.50,313.40,0.00
104.17.65.173,4,2,0.50,319.51,0.00
104.17.254.57,4,2,0.50,321.36,0.00
104.17.253.40,4,2,0.50,321.67,0.00
104.16.1.170,4,2,0.50,325.92,0.00
104.17.180.109,4,2,0.50,326.14,0.00
104.17.69.74,4,2,0.50,326.18,0.00
104.18.227.91,4,2,0.50,326.68,0.00
104.18.178.153,4,2,0.50,327.07,0.00
104.16.238.177,4,2,0.50,327.80,0.00
104.16.136.19,4,2,0.50,327.84,0.00
104.18.152.96,4,2,0.50,328.39,0.00
104.17.48.240,4,2,0.50,329.38,0.00
104.19.212.198,4,2,0.50,330.49,0.00
104.19.150.169,4,2,0.50,330.54,0.00
104.17.246.88,4,2,0.50,330.98,0.00
104.18.65.119,4,2,0.50,331.23,0.00
104.19.53.79,4,2,0.50,331.98,0.00
104.19.217.52,4,2,0.50,332.56,0.00
104.17.6.25,4,2,0.50,333.85,0.00
104.17.229.237,4,2,0.50,334.50,0.00
104.19.124.169,4,2,0.50,334.98,0.00
104.18.135.128,4,2,0.50,335.86,0.00
104.17.30.25,4,2,0.50,336.30,0.00
104.19.200.99,4,2,0.50,336.74,0.00
104.19.214.217,4,2,0.50,337.21,0.00
104.17.97.231,4,2,0.50,338.16,0.00
104.17.185.107,4,2,0.50,338.52,0.00
104.18.108.24,4,2,0.50,338.62,0.00
104.18.142.98,4,2,0.50,339.31,0.00
104.18.143.78,4,2,0.50,339.52,0.00
104.18.84.190,4,2,0.50,339.55,0.00
104.16.200.122,4,2,0.50,342.95,0.00
104.19.63.252,4,2,0.50,343.47,0.00
104.19.103.234,4,2,0.50,345.39,0.00
104.18.10.179,4,2,0.50,345.56,0.00
104.19.204.155,4,2,0.50,346.39,0.00
104.18.187.0,4,2,0.50,347.57,0.00
104.17.73.246,4,2,0.50,349.38,0.00
104.18.204.201,4,2,0.50,350.31,0.00
104.18.231.158,4,2,0.50,350.70,0.00
104.18.85.206,4,2,0.50,350.75,0.00
104.18.248.79,4,2,0.50,351.33,0.00
104.18.66.151,4,2,0.50,351.46,0.00
104.17.250.7,4,2,0.50,353.84,0.00
104.18.174.158,4,2,0.50,358.24,0.00
104.17.104.130,4,2,0.50,358.51,0.00
104.17.2.131,4,2,0.50,358.80,0.00
104.16.98.21,4,2,0.50,361.69,0.00
104.19.222.40,4,2,0.50,361.81,0.00
104.17.248.27,4,2,0.50,362.43,0.00
104.17.117.187,4,2,0.50,362.48,0.00
104.17.190.192,4,2,0.50,363.29,0.00
104.18.144.49,4,2,0.50,363.51,0.00
104.16.76.48,4,2,0.50,363.59,0.00
104.17.130.112,4,2,0.50,365.01,0.00
104.17.47.186,4,2,0.50,365.23,0.00
104.19.202.86,4,2,0.50,366.16,0.00
104.17.234.156,4,2,0.50,366.46,0.00
104.17.184.144,4,2,0.50,366.62,0.00
104.16.89.237,4,2,0.50,367.15,0.00
104.16.84.84,4,2,0.50,368.98,0.00
104.18.232.47,4,2,0.50,369.40,0.00
104.18.83.149,4,2,0.50,370.66,0.00
104.18.4.47,4,2,0.50,370.67,0.00
104.19.190.112,4,2,0.50,371.65,0.00
104.17.251.18,4,2,0.50,373.57,0.00
104.18.141.204,4,2,0.50,373.88,0.00
104.17.106.51,4,2,0.50,373.98,0.00
104.17.161.76,4,2,0.50,374.20,0.00
104.18.15.225,4,2,0.50,374.33,0.00
104.17.87.76,4,2,0.50,374.76,0.00
104.19.164.92,4,2,0.50,374.92,0.00
104.18.88.226,4,2,0.50,375.21,0.00
104.17.90.217,4,2,0.50,375.78,0.00
104.16.178.52,4,2,0.50,378.33,0.00
104.16.177.175,4,2,0.50,378.40,0.00
104.17.188.88,4,2,0.50,378.42,0.00
104.16.149.201,4,2,0.50,378.72,0.00
104.17.80.32,4,2,0.50,380.22,0.00
104.18.247.220,4,2,0.50,380.45,0.00
104.19.189.168,4,2,0.50,381.83,0.00
104.17.101.192,4,2,0.50,382.29,0.00
104.18.250.115,4,2,0.50,383.10,0.00
104.16.226.228,4,2,0.50,384.54,0.00
104.18.103.81,4,2,0.50,386.82,0.00
104.18.155.24,4,2,0.50,387.24,0.00
104.17.98.67,4,2,0.50,391.40,0.00
104.18.139.21,4,2,0.50,391.85,0.00
104.17.146.120,4,2,0.50,391.95,0.00
104.18.179.163,4,2,0.50,391.98,0.00
104.19.170.150,4,2,0.50,392.66,0.00
104.18.41.138,4,2,0.50,394.47,0.00
104.18.131.143,4,2,0.50,394.98,0.00
104.16.17.166,4,2,0.50,401.83,0.00
104.16.133.70,4,2,0.50,404.26,0.00
104.16.23.219,4,2,0.50,407.54,0.00
104.19.56.120,4,2,0.50,417.67,0.00
104.19.8.163,4,2,0.50,446.84,0.00
104.19.31.56,4,2,0.50,451.73,0.00
104.18.58.232,4,2,0.50,452.96,0.00
104.19.28.145,4,2,0.50,458.80,0.00
104.19.26.228,4,2,0.50,479.20,0.00
104.19.101.215,4,2,0.50,496.62,0.00
104.17.125.153,4,1,0.75,138.48,0.00
104.18.19.77,4,1,0.75,147.05,0.00
104.16.225.135,4,1,0.75,153.77,0.00
104.17.235.25,4,1,0.75,154.74,0.00
104.17.219.131,4,1,0.75,154.77,0.00
104.19.244.203,4,1,0.75,156.65,0.00
104.19.173.59,4,1,0.75,156.70,0.00
104.18.26.103,4,1,0.75,156.90,0.00
104.19.238.105,4,1,0.75,157.19,0.00
104.18.55.187,4,1,0.75,157.80,0.00
104.19.252.97,4,1,0.75,158.21,0.00
104.19.248.230,4,1,0.75,158.59,0.00
104.19.30.121,4,1,0.75,158.87,0.00
104.21.229.4,4,1,0.75,158.89,0.00
104.18.120.59,4,1,0.75,159.43,0.00
104.19.251.207,4,1,0.75,159.49,0.00
104.19.92.103,4,1,0.75,159.49,0.00
104.19.241.132,4,1,0.75,159.51,0.00
104.18.127.78,4,1,0.75,159.94,0.00
104.18.117.24,4,1,0.75,159.95,0.00
104.19.253.85,4,1,0.75,160.07,0.00
104.17.107.140,4,1,0.75,160.38,0.00
104.19.249.59,4,1,0.75,161.51,0.00
104.21.230.125,4,1,0.75,162.54,0.00
104.21.227.177,4,1,0.75,163.45,0.00
104.18.29.209,4,1,0.75,163.47,0.00
104.19.175.129,4,1,0.75,163.56,0.00
104.21.231.153,4,1,0.75,163.66,0.00
104.18.18.203,4,1,0.75,163.92,0.00
104.21.225.46,4,1,0.75,164.02,0.00
104.18.197.88,4,1,0.75,164.06,0.00
104.18.17.68,4,1,0.75,164.22,0.00
104.17.96.93,4,1,0.75,164.91,0.00
104.18.27.30,4,1,0.75,165.02,0.00
104.18.30.131,4,1,0.75,165.42,0.00
104.17.129.129,4,1,0.75,168.81,0.00
104.19.122.106,4,1,0.75,169.64,0.00
104.19.127.22,4,1,0.75,172.01,0.00
104.18.115.149,4,1,0.75,173.12,0.00
104.19.84.88,4,1,0.75,173.66,0.00
104.21.232.211,4,1,0.75,174.88,0.00
104.21.235.77,4,1,0.75,174.88,0.00
104.21.234.106,4,1,0.75,174.88,0.00
104.21.239.131,4,1,0.75,175.38,0.00
104.19.2.164,4,1,0.75,177.59,0.00
104.21.89.173,4,1,0.75,184.17,0.00
104.21.90.218,4,1,0.75,185.59,0.00
104.21.216.46,4,1,0.75,185.88,0.00
104.21.75.45,4,1,0.75,185.95,0.00
104.21.220.144,4,1,0.75,186.61,0.00
104.21.97.81,4,1,0.75,187.82,0.00
104.19.6.71,4,1,0.75,188.82,0.00
104.21.213.70,4,1,0.75,193.63,0.00
104.21.82.48,4,1,0.75,194.11,0.00
104.21.87.138,4,1,0.75,194.73,0.00
104.21.95.156,4,1,0.75,195.00,0.00
104.21.78.189,4,1,0.75,195.17,0.00
104.21.0.251,4,1,0.75,196.67,0.00
104.21.80.8,4,1,0.75,197.48,0.00
104.21.219.131,4,1,0.75,197.75,0.00
104.21.23.66,4,1,0.75,197.89,0.00
104.21.86.147,4,1,0.75,198.21,0.00
104.21.77.149,4,1,0.75,198.56,0.00
104.21.74.59,4,1,0.75,199.18,0.00
104.21.67.242,4,1,0.75,199.44,0.00
104.21.71.162,4,1,0.75,200.07,0.00
104.21.194.139,4,1,0.75,202.52,0.00
104.21.88.20,4,1,0.75,203.02,0.00
104.21.84.253,4,1,0.75,206.01,0.00
104.21.31.38,4,1,0.75,206.67,0.00
104.24.191.40,4,1,0.75,207.26,0.00
104.21.85.149,4,1,0.75,207.39,0.00
104.21.26.20,4,1,0.75,207.50,0.00
104.21.92.225,4,1,0.75,207.74,0.00
104.21.83.77,4,1,0.75,209.34,0.00
104.20.13.25,4,1,0.75,209.61,0.00
104.21.94.171,4,1,0.75,209.89,0.00
104.20.166.158,4,1,0.75,209.96,0.00
104.21.15.243,4,1,0.75,210.70,0.00
104.20.244.179,4,1,0.75,211.37,0.00
104.24.139.152,4,1,0.75,211.48,0.00
104.25.63.170,4,1,0.75,211.79,0.00
104.21.100.217,4,1,0.75,213.06,0.00
104.24.177.3,4,1,0.75,213.19,0.00
104.24.246.54,4,1,0.75,213.37,0.00
104.25.105.247,4,1,0.75,213.40,0.00
104.25.91.126,4,1,0.75,213.66,0.00
104.20.7.173,4,1,0.75,213.72,0.00
104.27.67.131,4,1,0.75,215.11,0.00
104.20.248.42,4,1,0.75,215.57,0.00
104.25.104.248,4,1,0.75,215.70,0.00
104.25.172.177,4,1,0.75,215.74,0.00
104.20.105.235,4,1,0.75,215.94,0.00
104.25.185.178,4,1,0.75,216.21,0.00
104.24.236.57,4,1,0.75,216.36,0.00
104.20.88.237,4,1,0.75,216.47,0.00
104.27.54.126,4,1,0.75,216.60,0.00
104.20.243.98,4,1,0.75,217.23,0.00
104.20.255.114,4,1,0.75,217.27,0.00
104.25.62.130,4,1,0.75,217.41,0.00
104.25.170.101,4,1,0.75,217.50,0.00
104.20.79.212,4,1,0.75,217.63,0.00
104.20.87.169,4,1,0.75,217.65,0.00
104.25.178.44,4,1,0.75,217.76,0.00
104.25.87.132,4,1,0.75,217.82,0.00
104.20.227.215,4,1,0.75,218.10,0.00
104.20.149.43,4,1,0.75,218.29,0.00
104.20.70.58,4,1,0.75,218.34,0.00
104.20.101.183,4,1,0.75,218.37,0.00
104.20.186.73,4,1,0.75,218.46,0.00
104.20.84.52,4,1,0.75,218.76,0.00
104.20.167.1,4,1,0.75,219.02,0.00
104.20.165.254,4,1,0.75,219.10,0.00
104.27.60.186,4,1,0.75,219.20,0.00
104.27.34.81,4,1,0.75,219.29,0.00
104.20.139.62,4,1,0.75,219.80,0.00
104.20.75.69,4,1,0.75,219.82,0.00
104.25.186.243,4,1,0.75,219.94,0.00
104.20.14.156,4,1,0.75,220.03,0.00
104.24.33.192,4,1,0.75,220.14,0.00
104.24.94.107,4,1,0.75,220.14,0.00
104.24.204.246,4,1,0.75,220.41,0.00
104.24.30.217,4,1,0.75,220.42,0.00
104.24.186.186,4,1,0.75,220.53,0.00
104.20.247.55,4,1,0.75,220.62,0.00
104.27.59.130,4,1,0.75,220.62,0.00
104.20.228.101,4,1,0.75,220.76,0.00
104.20.161.90,4,1,0.75,220.76,0.00
104.24.172.171,4,1,0.75,220.78,0.00
104.27.61.98,4,1,0.75,220.90,0.00
104.24.183.159,4,1,0.75,220.92,0.00
104.20.223.85,4,1,0.75,220.95,0.00
104.25.103.165,4,1,0.75,220.98,0.00
104.20.143.74,4,1,0.75,221.03,0.00
104.24.46.165,4,1,0.75,221.17,0.00
104.20.69.182,4,1,0.75,221.39,0.00
104.23.124.15,4,1,0.75,221.43,0.00
104.25.101.111,4,1,0.75,221.51,0.00
104.20.253.241,4,1,0.75,221.51,0.00
104.23.130.162,4,1,0.75,221.52,0.00
104.20.93.99,4,1,0.75,221.71,0.00
104.20.229.66,4,1,0.75,221.72,0.00
104.20.148.124,4,1,0.75,221.75,0.00
104.25.95.216,4,1,0.75,221.76,0.00
104.20.140.49,4,1,0.75,221.84,0.00
104.22.58.164,4,1,0.75,222.15,0.00
104.25.67.176,4,1,0.75,222.19,0.00
104.27.40.192,4,1,0.75,222.26,0.00
104.20.245.177,4,1,0.75,222.33,0.00
104.25.92.248,4,1,0.75,222.48,0.00
104.20.1.189,4,1,0.75,222.58,0.00
104.24.169.214,4,1,0.75,222.70,0.00
104.20.17.36,4,1,0.75,222.88,0.00
104.20.249.170,4,1,0.75,223.02,0.00
104.24.171.91,4,1,0.75,223.38,0.00
104.25.175.210,4,1,0.75,223.56,0.00
104.20.4.252,4,1,0.75,223.75,0.00
104.24.196.166,4,1,0.75,224.03,0.00
104.20.240.81,4,1,0.75,224.23,0.00
104.20.112.154,4,1,0.75,224.65,0.00
104.24.28.56,4,1,0.75,224.73,0.00
104.24.215.131,4,1,0.75,224.80,0.00
104.22.57.1,4,1,0.75,224.91,0.00
104.24.185.205,4,1,0.75,224.94,0.00
104.20.219.153,4,1,0.75,225.10,0.00
104.23.123.52,4,1,0.75,225.22,0.00
104.22.65.208,4,1,0.75,225.27,0.00
104.20.163.122,4,1,0.75,225.32,0.00
104.23.132.140,4,1,0.75,225.36,0.00
104.20.83.12,4,1,0.75,225.72,0.00
104.20.220.228,4,1,0.75,226.13,0.00
104.23.133.237,4,1,0.75,226.39,0.00
104.23.126.38,4,1,0.75,226.39,0.00
104.22.46.148,4,1,0.75,226.42,0.00
104.25.102.230,4,1,0.75,226.70,0.00
104.24.148.20,4,1,0.75,227.53,0.00
104.24.187.213,4,1,0.75,227.70,0.00
104.25.174.47,4,1,0.75,227.70,0.00
104.25.169.221,4,1,0.75,227.97,0.00
104.20.158.187,4,1,0.75,227.99,0.00
104.25.164.94,4,1,0.75,227.99,0.00
104.27.51.32,4,1,0.75,228.05,0.00
104.27.43.108,4,1,0.75,228.09,0.00
104.20.72.57,4,1,0.75,228.33,0.00
104.25.93.114,4,1,0.75,228.45,0.00
104.25.99.91,4,1,0.75,228.81,0.00
104.20.251.1,4,1,0.75,229.03,0.00
104.19.24.1,4,1,0.75,229.26,0.00
104.20.150.182,4,1,0.75,229.28,0.00
104.20.2.17,4,1,0.75,229.29,0.00
104.20.225.2,4,1,0.75,229.52,0.00
104.25.118.128,4,1,0.75,229.64,0.00
104.24.239.51,4,1,0.75,229.68,0.00
104.20.254.240,4,1,0.75,229.78,0.00
104.20.40.28,4,1,0.75,229.82,0.00
104.27.69.52,4,1,0.75,229.82,0.00
104.22.59.61,4,1,0.75,229.95,0.00
104.19.74.199,4,1,0.75,230.01,0.00
104.23.119.59,4,1,0.75,230.10,0.00
104.20.230.120,4,1,0.75,230.18,0.00
104.25.109.127,4,1,0.75,230.43,0.00
104.20.16.28,4,1,0.75,230.57,0.00
104.25.208.206,4,1,0.75,230.75,0.00
104.26.15.143,4,1,0.75,230.76,0.00
104.25.202.77,4,1,0.75,231.19,0.00
104.25.207.205,4,1,0.75,231.33,0.00
104.25.196.154,4,1,0.75,231.72,0.00
104.23.125.66,4,1,0.75,231.82,0.00
104.23.128.158,4,1,0.75,231.84,0.00
104.25.189.234,4,1,0.75,232.38,0.00
104.22.49.132,4,1,0.75,232.39,0.00
104.22.63.236,4,1,0.75,232.76,0.00
104.22.48.166,4,1,0.75,232.90,0.00
104.27.48.9,4,1,0.75,232.93,0.00
104.25.209.120,4,1,0.75,232.99,0.00
104.20.252.140,4,1,0.75,233.17,0.00
104.20.250.236,4,1,0.75,233.25,0.00
104.25.40.239,4,1,0.75,233.72,0.00
104.20.12.169,4,1,0.75,233.91,0.00
104.25.188.148,4,1,0.75,233.95,0.00
104.23.112.87,4,1,0.75,234.02,0.00
104.17.119.129,4,1,0.75,234.71,0.00
104.25.199.19,4,1,0.75,234.85,0.00
104.20.137.138,4,1,0.75,235.08,0.00
104.25.225.59,4,1,0.75,235.21,0.00
104.25.192.82,4,1,0.75,235.24,0.00
104.24.45.227,4,1,0.75,235.74,0.00
104.25.205.60,4,1,0.75,235.88,0.00
104.23.117.229,4,1,0.75,235.89,0.00
104.25.203.89,4,1,0.75,236.39,0.00
104.20.5.97,4,1,0.75,236.52,0.00
104.20.92.81,4,1,0.75,236.55,0.00
104.25.206.125,4,1,0.75,236.59,0.00
104.20.77.83,4,1,0.75,237.57,0.00
104.25.234.64,4,1,0.75,238.19,0.00
104.27.89.192,4,1,0.75,238.36,0.00
104.20.62.24,4,1,0.75,238.40,0.00
104.20.42.163,4,1,0.75,239.12,0.00
104.20.234.201,4,1,0.75,239.13,0.00
104.24.95.27,4,1,0.75,239.82,0.00
104.24.178.225,4,1,0.75,239.90,0.00
104.25.200.116,4,1,0.75,240.03,0.00
104.24.132.213,4,1,0.75,240.10,0.00
104.27.37.52,4,1,0.75,240.85,0.00
104.27.98.173,4,1,0.75,240.96,0.00
104.24.221.157,4,1,0.75,241.30,0.00
104.19.177.11,4,1,0.75,241.64,0.00
104.25.204.207,4,1,0.75,241.68,0.00
104.24.13.150,4,1,0.75,242.50,0.00
104.20.144.114,4,1,0.75,244.18,0.00
104.25.197.47,4,1,0.75,245.06,0.00
104.25.17.44,4,1,0.75,245.37,0.00
104.24.235.142,4,1,0.75,245.55,0.00
104.20.159.40,4,1,0.75,245.93,0.00
104.24.244.250,4,1,0.75,246.01,0.00
104.20.242.229,4,1,0.75,246.88,0.00
104.25.193.53,4,1,0.75,246.90,0.00
104.20.226.16,4,1,0.75,248.80,0.00
104.20.160.149,4,1,0.75,251.17,0.00
104.25.88.130,4,1,0.75,251.61,0.00
104.24.200.111,4,1,0.75,251.81,0.00
104.25.194.98,4,1,0.75,252.27,0.00
104.24.240.113,4,1,0.75,254.94,0.00
104.17.82.2,4,1,0.75,273.04,0.00
104.18.202.228,4,1,0.75,281.14,0.00
104.17.151.46,4,1,0.75,283.92,0.00
104.18.8.5,4,1,0.75,285.12,0.00
104.19.121.61,4,1,0.75,287.56,0.00
104.18.168.222,4,1,0.75,301.09,0.00
104.17.32.209,4,1,0.75,303.24,0.00
104.19.146.39,4,1,0.75,304.59,0.00
104.19.20.0,4,1,0.75,305.70,0.00
104.16.209.78,4,1,0.75,306.39,0.00
104.17.127.144,4,1,0.75,308.36,0.00
104.17.138.246,4,1,0.75,309.08,0.00
104.17.124.227,4,1,0.75,311.60,0.00
104.17.114.118,4,1,0.75,313.51,0.00
104.19.228.1,4,1,0.75,313.73,0.00
104.19.165.200,4,1,0.75,314.21,0.00
104.18.40.54,4,1,0.75,314.25,0.00
104.17.128.57,4,1,0.75,314.66,0.00
104.18.38.17,4,1,0.75,315.56,0.00
104.18.90.252,4,1,0.75,321.98,0.00
104.18.89.167,4,1,0.75,322.13,0.00
104.18.111.143,4,1,0.75,322.70,0.00
104.19.230.87,4,1,0.75,329.88,0.00
104.17.111.234,4,1,0.75,330.69,0.00
104.18.93.6,4,1,0.75,334.08,0.00
104.18.191.45,4,1,0.75,337.16,0.00
104.18.77.161,4,1,0.75,338.30,0.00
104.17.121.62,4,1,0.75,339.42,0.00
104.18.252.24,4,1,0.75,339.66,0.00
104.18.218.179,4,1,0.75,340.29,0.00
104.18.145.31,4,1,0.75,343.16,0.00
104.18.185.73,4,1,0.75,347.79,0.00
104.16.168.177,4,1,0.75,349.49,0.00
104.16.134.9,4,1,0.75,351.14,0.00
104.18.188.185,4,1,0.75,351.87,0.00
104.19.156.154,4,1,0.75,351.98,0.00
104.16.7.179,4,1,0.75,353.92,0.00
104.19.168.77,4,1,0.75,354.29,0.00
104.16.153.100,4,1,0.75,358.28,0.00
